03000000-1;1;;Agricultural, farming, fishing, forestry and related products;;en;goods
03100000-2;1;;Agricultural and horticultural products;03000000-1;en;goods
03110000-5;1;;Crops, products of market gardening and horticulture;03100000-2;en;goods
03111000-2;1;;Seeds;03110000-5;en;goods
03111100-3;0;;Soya beans;03111000-2;en;goods
03111200-4;0;;Peanuts;03111000-2;en;goods
03111300-5;0;;Sunflower seeds;03111000-2;en;goods
03111400-6;0;;Cotton seeds;03111000-2;en;goods
03111500-7;0;;Sesame seeds;03111000-2;en;goods
03111600-8;0;;Mustard seeds;03111000-2;en;goods
03111700-9;0;;Vegetable seeds;03111000-2;en;goods
03111800-0;0;;Fruit seeds;03111000-2;en;goods
03111900-1;0;;Flower seeds;03111000-2;en;goods
03112000-9;0;;Unmanufactured tobacco;03110000-5;en;goods
03113000-6;1;;Plants used for sugar manufacturing;03110000-5;en;goods
03113100-7;0;;Sugar beet;03113000-6;en;goods
03113200-8;0;;Sugar cane;03113000-6;en;goods
03114000-3;1;;Straw and forage;03110000-5;en;goods
03114100-4;0;;Straw;03114000-3;en;goods
03114200-5;0;;Forage;03114000-3;en;goods
03115000-0;1;;Raw vegetable materials;03110000-5;en;goods
03115100-1;0;;Raw vegetable materials used in textile production;03115000-0;en;goods
03115110-4;0;;Cotton;03115000-0;en;goods
03115120-7;0;;Jute;03115000-0;en;goods
03115130-0;0;;Flax;03115000-0;en;goods
03116000-7;1;;Natural rubber and latex, and associated products;03110000-5;en;goods
03116100-8;0;;Natural rubber;03116000-7;en;goods
03116200-9;0;;Natural latex;03116000-7;en;goods
03116300-0;0;;Latex products;03116000-7;en;goods
03117000-4;1;;Plants used in specific fields;03110000-5;en;goods
03117100-5;0;;Plants used in perfumery or pharmacy, or for insecticidal or similar purposes;03117000-4;en;goods
03117110-8;0;;Plants used in perfumery;03117000-4;en;goods
03117120-1;0;;Plants used in pharmacy;03117000-4;en;goods
03117130-4;0;;Plants used for insecticidal purposes;03117000-4;en;goods
03117140-7;0;;Plants used for fungicidal or similar purposes;03117000-4;en;goods
03117200-6;0;;Seeds of plants used in specific fields;03117000-4;en;goods
03120000-8;1;;Horticultural and nursery products;03100000-2;en;goods
03121000-5;1;;Horticultural products;03120000-8;en;goods
03121100-6;0;;Live plants, bulbs, roots, cuttings and slips;03121000-5;en;goods
03121200-7;0;;Cut flowers;03121000-5;en;goods
03121210-0;0;;Floral arrangements;03121000-5;en;goods
03130000-1;1;;Beverage and spice crops;03100000-2;en;goods
03131000-8;1;;Beverage crops;03130000-1;en;goods
03131100-9;0;;Coffee beans;03131000-8;en;goods
03131200-0;0;;Tea bushes;03131000-8;en;goods
03131300-1;0;;Maté;03131000-8;en;goods
03131400-2;0;;Cocoa beans;03131000-8;en;goods
03132000-5;0;;Unprocessed spices;03130000-1;en;goods
03140000-4;1;;Animal products and related products;03100000-2;en;goods
03141000-1;0;;Bulls' semen;03140000-4;en;goods
03142000-8;1;;Animal products;03140000-4;en;goods
03142100-9;0;;Natural honey;03142000-8;en;goods
03142200-0;0;;Snails;03142000-8;en;goods
03142300-1;0;;Edible products of animal origin;03142000-8;en;goods
03142400-2;0;;Waxes;03142000-8;en;goods
03142500-3;0;;Eggs;03142000-8;en;goods
03143000-5;0;;Products of mixed farming;03140000-4;en;goods
03144000-2;0;;Agricultural supplies;03140000-4;en;goods
03200000-3;1;;Cereals, potatoes, vegetables, fruits and nuts;03000000-1;en;goods
03210000-6;1;;Cereals and potatoes;03200000-3;en;goods
03211000-3;1;;Cereals;03210000-6;en;goods
03211100-4;0;;Wheat;03211000-3;en;goods
03211110-7;0;;Durum wheat;03211000-3;en;goods
03211120-0;0;;Soft wheat;03211000-3;en;goods
03211200-5;0;;Maize;03211000-3;en;goods
03211300-6;0;;Rice;03211000-3;en;goods
03211400-7;0;;Barley;03211000-3;en;goods
03211500-8;0;;Rye;03211000-3;en;goods
03211600-9;0;;Oats;03211000-3;en;goods
03211700-0;0;;Malt;03211000-3;en;goods
03211900-2;0;;Grain products;03211000-3;en;goods
03212000-0;1;;Potatoes and dried vegetables;03210000-6;en;goods
03212100-1;0;;Potatoes;03212000-0;en;goods
03212200-2;0;;Dried leguminous vegetables and pulses;03212000-0;en;goods
03212210-5;0;;Dried leguminous vegetables;03212000-0;en;goods
03212211-2;0;;Lentils;03212000-0;en;goods
03212212-9;0;;Chick peas;03212000-0;en;goods
03212213-6;0;;Dried peas;03212000-0;en;goods
03212220-8;0;;Pulses;03212000-0;en;goods
03220000-9;1;;Vegetables, fruits and nuts;03200000-3;en;goods
03221000-6;1;;Vegetables;03220000-9;en;goods
03221100-7;0;;Root and tuber vegetables;03221000-6;en;goods
03221110-0;0;;Root vegetables;03221000-6;en;goods
03221111-7;0;;Beetroot;03221000-6;en;goods
03221112-4;0;;Carrots;03221000-6;en;goods
03221113-1;0;;Onions;03221000-6;en;goods
03221114-8;0;;Turnips;03221000-6;en;goods
03221120-3;0;;Tuber vegetables;03221000-6;en;goods
03221200-8;0;;Fruit vegetables;03221000-6;en;goods
03221210-1;0;;Beans;03221000-6;en;goods
03221211-8;0;;Broad beans;03221000-6;en;goods
03221212-5;0;;Green beans;03221000-6;en;goods
03221213-2;0;;Runner beans;03221000-6;en;goods
03221220-4;0;;Peas;03221000-6;en;goods
03221221-1;0;;Garden peas;03221000-6;en;goods
03221222-8;0;;Mange-tout;03221000-6;en;goods
03221230-7;0;;Peppers;03221000-6;en;goods
03221240-0;0;;Tomatoes;03221000-6;en;goods
03221250-3;0;;Courgettes;03221000-6;en;goods
03221260-6;0;;Mushrooms;03221000-6;en;goods
03221270-9;0;;Cucumbers;03221000-6;en;goods
03221300-9;0;;Leaf vegetables;03221000-6;en;goods
03221310-2;0;;Lettuce;03221000-6;en;goods
03221320-5;0;;Salad leaves;03221000-6;en;goods
03221330-8;0;;Artichokes;03221000-6;en;goods
03221340-1;0;;Spinach;03221000-6;en;goods
03221400-0;0;;Cabbage vegetables;03221000-6;en;goods
03221410-3;0;;Cabbage;03221000-6;en;goods
03221420-6;0;;Cauliflower;03221000-6;en;goods
03221430-9;0;;Broccoli;03221000-6;en;goods
03221440-2;0;;Brussels sprouts;03221000-6;en;goods
03222000-3;1;;Fruit and nuts;03220000-9;en;goods
03222100-4;0;;Tropical fruit and nuts;03222000-3;en;goods
03222110-7;0;;Tropical fruit;03222000-3;en;goods
03222111-4;0;;Bananas;03222000-3;en;goods
03222112-1;0;;Pineapples;03222000-3;en;goods
03222113-8;0;;Mangoes;03222000-3;en;goods
03222114-5;0;;Dates;03222000-3;en;goods
03222115-2;0;;Raisins;03222000-3;en;goods
03222116-9;0;;Figs;03222000-3;en;goods
03222117-6;0;;Avocados;03222000-3;en;goods
03222118-3;0;;Kiwi fruit;03222000-3;en;goods
03222120-0;0;;Coconuts;03222000-3;en;goods
03222200-5;0;;Citrus fruit;03222000-3;en;goods
03222210-8;0;;Lemons;03222000-3;en;goods
03222220-1;0;;Oranges;03222000-3;en;goods
03222230-4;0;;Grapefruit;03222000-3;en;goods
03222240-7;0;;Tangerines;03222000-3;en;goods
03222250-0;0;;Limes;03222000-3;en;goods
03222300-6;0;;Non-tropical fruit;03222000-3;en;goods
03222310-9;0;;Berry fruit;03222000-3;en;goods
03222311-6;0;;Currants;03222000-3;en;goods
03222312-3;0;;Gooseberries;03222000-3;en;goods
03222313-0;0;;Strawberries;03222000-3;en;goods
03222314-7;0;;Raspberries;03222000-3;en;goods
03222315-4;0;;Cranberries;03222000-3;en;goods
03222320-2;0;;Apples, pears and quinces;03222000-3;en;goods
03222321-9;0;;Apples;03222000-3;en;goods
03222322-6;0;;Pears;03222000-3;en;goods
03222323-3;0;;Quinces;03222000-3;en;goods
03222330-5;0;;Stone fruit;03222000-3;en;goods
03222331-2;0;;Apricots;03222000-3;en;goods
03222332-9;0;;Peaches;03222000-3;en;goods
03222333-6;0;;Cherries;03222000-3;en;goods
03222334-3;0;;Plums;03222000-3;en;goods
03222340-8;0;;Grapes;03222000-3;en;goods
03222341-5;0;;Table grapes;03222000-3;en;goods
03222342-2;0;;Wine grapes;03222000-3;en;goods
03222400-7;0;;Olives;03222000-3;en;goods
03300000-2;1;;Farming, hunting and fishing products;03000000-1;en;goods
03310000-5;1;;Fish, crustaceans and aquatic products;03300000-2;en;goods
03311000-2;1;;Fish;03310000-5;en;goods
03311100-3;0;;Flat fish;03311000-2;en;goods
03311110-6;0;;Sole;03311000-2;en;goods
03311120-9;0;;Plaice;03311000-2;en;goods
03311200-4;0;;Fish of the cod family;03311000-2;en;goods
03311210-7;0;;Cod;03311000-2;en;goods
03311220-0;0;;Pollock;03311000-2;en;goods
03311230-3;0;;Hake;03311000-2;en;goods
03311240-6;0;;Haddock;03311000-2;en;goods
03311300-5;0;;Herring;03311000-2;en;goods
03311400-6;0;;Tuna;03311000-2;en;goods
03311500-7;0;;Whiting;03311000-2;en;goods
03311600-8;0;;Whitebait;03311000-2;en;goods
03311700-9;0;;Salmon;03311000-2;en;goods
03312000-9;1;;Crustaceans;03310000-5;en;goods
03312100-0;0;;Oysters;03312000-9;en;goods
03312200-1;0;;Shellfish;03312000-9;en;goods
03312300-2;0;;Aquatic invertebrates;03312000-9;en;goods
03313000-6;1;;Aquatic products;03310000-5;en;goods
03313100-7;0;;Corals or similar products;03313000-6;en;goods
03313200-8;0;;Natural sponges;03313000-6;en;goods
03313300-9;0;;Seaweeds;03313000-6;en;goods
03313310-2;0;;Algae;03313000-6;en;goods
03320000-8;1;;Cattle, livestock and small animals;03300000-2;en;goods
03321000-5;1;;Cattle;03320000-8;en;goods
03321100-6;0;;Bovine cattle;03321000-5;en;goods
03321200-7;0;;Calves;03321000-5;en;goods
03322000-2;1;;Livestock;03320000-8;en;goods
03322100-3;0;;Sheep;03322000-2;en;goods
03322200-4;0;;Goats;03322000-2;en;goods
03322300-5;0;;Horses;03322000-2;en;goods
03323000-9;0;;Pigs;03320000-8;en;goods
03324000-6;0;;Live poultry;03320000-8;en;goods
03325000-3;1;;Small animals;03320000-8;en;goods
03325100-4;0;;Rabbits;03325000-3;en;goods
03325200-5;0;;Hares;03325000-3;en;goods
03330000-3;1;;Farm animal products;03300000-2;en;goods
03331000-0;1;;Fresh milk from sheep and goats;03330000-3;en;goods
03331100-1;0;;Sheep's milk;03331000-0;en;goods
03331200-2;0;;Goats' milk;03331000-0;en;goods
03332000-7;1;;Wool and animal hair;03330000-3;en;goods
03332100-8;0;;Shorn wool;03332000-7;en;goods
03332200-9;0;;Animal hair;03332000-7;en;goods
03333000-4;0;;Fresh cows' milk;03330000-3;en;goods
03340000-6;1;;Animal ear tags;03300000-2;en;goods
03341000-3;0;;Bovine ear tags;03340000-6;en;goods
03400000-4;1;;Forestry and logging products;03000000-1;en;goods
03410000-7;1;;Wood;03400000-4;en;goods
03411000-4;0;;Coniferous wood;03410000-7;en;goods
03412000-1;0;;Tropical wood;03410000-7;en;goods
03413000-8;0;;Fuel wood;03410000-7;en;goods
03414000-5;0;;Rough wood;03410000-7;en;goods
03415000-2;0;;Softwood;03410000-7;en;goods
03416000-9;0;;Wood waste;03410000-7;en;goods
03417000-6;1;;Scrap wood;03410000-7;en;goods
03417100-7;0;;Sawdust;03417000-6;en;goods
03418000-3;1;;Logs;03410000-7;en;goods
03418100-4;0;;Hardwood;03418000-3;en;goods
03419000-0;1;;Timber;03410000-7;en;goods
03419100-1;0;;Timber products;03419000-0;en;goods
03419200-2;0;;Mining timber;03419000-0;en;goods
03420000-0;1;;Gums;03400000-4;en;goods
03421000-7;0;;Balsams;03420000-0;en;goods
03422000-4;0;;Lac;03420000-0;en;goods
03430000-3;1;;Cork;03400000-4;en;goods
03431000-0;0;;Natural cork;03430000-3;en;goods
03432000-7;1;;Basketware;03430000-3;en;goods
03432100-8;0;;Wickerwork;03432000-7;en;goods
03440000-6;1;;Forestry products;03400000-4;en;goods
03441000-3;0;;Ornamental plants, grasses, mosses or lichens;03440000-6;en;goods
03450000-9;1;;Tree-nursery products;03400000-4;en;goods
03451000-6;1;;Plants;03450000-9;en;goods
03451100-7;0;;Bedding plants;03451000-6;en;goods
03451200-8;0;;Flower bulbs;03451000-6;en;goods
03451300-9;0;;Shrubs;03451000-6;en;goods
03452000-3;0;;Trees;03450000-9;en;goods
03460000-2;1;;Pulp;03400000-4;en;goods
03461000-9;1;;Wood pulp;03460000-2;en;goods
03461100-0;0;;Chemical wood pulp;03461000-9;en;goods
09100000-0;1;;Fuels;09000000-3;en;goods
09110000-3;1;;Solid fuels;09100000-0;en;goods
09111000-0;1;;Coal and coal-based fuels;09110000-3;en;goods
09111100-1;0;;Coal;09111000-0;en;goods
09111200-2;0;;Coal-based fuels;09111000-0;en;goods
09111210-5;0;;Hard coal;09111000-0;en;goods
09111220-8;0;;Briquettes;09111000-0;en;goods
09111300-3;0;;Fossil fuels;09111000-0;en;goods
09111400-4;0;;Wood fuels;09111000-0;en;goods
09112000-7;1;;Lignite and peat;09110000-3;en;goods
09112100-8;0;;Lignite;09112000-7;en;goods
09112200-9;0;;Peat;09112000-7;en;goods
09113000-4;0;;Coke;09110000-3;en;goods
09120000-6;1;;Gaseous fuels;09100000-0;en;goods
09121000-3;1;;Coal gas, mains gas or similar gases;09120000-6;en;goods
09121100-4;0;;Coal gas or similar gases;09121000-3;en;goods
09121200-5;0;;Mains gas;09121000-3;en;goods
09122000-0;1;;Propane and butane;09120000-6;en;goods
09122100-1;0;;Propane gas;09122000-0;en;goods
09122110-4;0;;Liquefied propane gas;09122000-0;en;goods
09122200-2;0;;Butane gas;09122000-0;en;goods
09122210-5;0;;Liquefied butane gas;09122000-0;en;goods
09123000-7;0;;Natural gas;09120000-6;en;goods
09130000-9;1;;Petroleum and distillates;09100000-0;en;goods
09131000-6;1;;Aviation kerosene;09130000-9;en;goods
09131100-7;0;;Kerosene jet type fuels;09131000-6;en;goods
09132000-3;1;;Petrol;09130000-9;en;goods
09132100-4;0;;Unleaded petrol;09132000-3;en;goods
09132200-5;0;;Leaded petrol;09132000-3;en;goods
09132300-6;0;;Petrol with ethanol;09132000-3;en;goods
09133000-0;0;;Liquefied Petroleum Gas (LPG);09130000-9;en;goods
09134000-7;1;;Gas oils;09130000-9;en;goods
09134100-8;0;;Diesel oil;09134000-7;en;goods
09134200-9;0;;Diesel fuel;09134000-7;en;goods
09134210-2;0;;Diesel fuel (0,2);09134000-7;en;goods
09134220-5;0;;Diesel fuel (EN 590);09134000-7;en;goods
09134230-8;0;;Biodiesel;09134000-7;en;goods
09134231-5;0;;Biodiesel (B20);09134000-7;en;goods
09134232-2;0;;Biodiesel (B100);09134000-7;en;goods
09135000-4;1;;Fuel oils;09130000-9;en;goods
09135100-5;0;;Heating oil;09135000-4;en;goods
09135110-8;0;;Low-sulphur combustible oils;09135000-4;en;goods
09200000-1;1;;Petroleum, coal and oil products;09000000-3;en;goods
09210000-4;1;;Lubricating preparations;09200000-1;en;goods
09211000-1;1;;Lubricating oils and lubricating agents;09210000-4;en;goods
09211100-2;0;;Motor oils;09211000-1;en;goods
09211200-3;0;;Compressor lube oils;09211000-1;en;goods
09211300-4;0;;Turbine lube oils;09211000-1;en;goods
09211400-5;0;;Gear oils;09211000-1;en;goods
09211500-6;0;;Reductor oils;09211000-1;en;goods
09211600-7;0;;Oils for use in hydraulic systems and other purposes;09211000-1;en;goods
09211610-0;0;;Liquids for hydraulic purposes;09211000-1;en;goods
09211620-3;0;;Mould release oils;09211000-1;en;goods
09211630-6;0;;Anti-corrosion oils;09211000-1;en;goods
09211640-9;0;;Electrical insulating oils;09211000-1;en;goods
09211650-2;0;;Brake fluids;09211000-1;en;goods
09211700-8;0;;White oils and liquid paraffin;09211000-1;en;goods
09211710-1;0;;White oils;09211000-1;en;goods
09211720-4;0;;Liquid paraffin;09211000-1;en;goods
09211800-9;0;;Petroleum oils and preparations;09211000-1;en;goods
09211810-2;0;;Light oils;09211000-1;en;goods
09211820-5;0;;Petroleum oils;09211000-1;en;goods
09211900-0;0;;Lubricating traction oils;09211000-1;en;goods
09220000-7;1;;Petroleum jelly, waxes and special spirits;09200000-1;en;goods
09221000-4;1;;Petroleum jelly and waxes;09220000-7;en;goods
09221100-5;0;;Petroleum jelly;09221000-4;en;goods
09221200-6;0;;Paraffin wax;09221000-4;en;goods
09221300-7;0;;Petroleum wax;09221000-4;en;goods
09221400-8;0;;Petroleum residues;09221000-4;en;goods
09222000-1;1;;Special spirits;09220000-7;en;goods
09222100-2;0;;White spirit;09222000-1;en;goods
09230000-0;0;;Petroleum (crude);09200000-1;en;goods
09240000-3;1;;Oil and coal-related products;09200000-1;en;goods
09241000-0;0;;Bituminous or oil shale;09240000-3;en;goods
09242000-7;1;;Coal-related products;09240000-3;en;goods
09242100-8;0;;Coal oil;09242000-7;en;goods
09300000-2;1;;Electricity, heating, solar and nuclear energy;09000000-3;en;goods
09310000-5;0;;Electricity;09300000-2;en;goods
09320000-8;1;;Steam, hot water and associated products;09300000-2;en;goods
09321000-5;0;;Hot water;09320000-8;en;goods
09322000-2;0;;Steam;09320000-8;en;goods
09323000-9;0;;District heating;09320000-8;en;goods
09324000-6;0;;Long-distance heating;09320000-8;en;goods
09330000-1;1;;Solar energy;09300000-2;en;goods
09331000-8;1;;Solar panels;09330000-1;en;goods
09331100-9;0;;Solar collectors for heat production;09331000-8;en;goods
09331200-0;0;;Solar photovoltaic modules;09331000-8;en;goods
09332000-5;0;;Solar installation;09330000-1;en;goods
09340000-4;1;;Nuclear fuels;09300000-2;en;goods
09341000-1;0;;Uranium;09340000-4;en;goods
09342000-8;0;;Plutonium;09340000-4;en;goods
09343000-5;0;;Radioactive materials;09340000-4;en;goods
09344000-2;0;;Radio-isotopes;09340000-4;en;goods
14200000-3;1;;Sand and clay;14000000-1;en;goods
14210000-6;1;;Gravel, sand, crushed stone and aggregates;14200000-3;en;goods
14211000-3;1;;Sand;14210000-6;en;goods
14211100-4;0;;Natural sand;14211000-3;en;goods
14212000-0;1;;Granules, chippings, stone powder, pebbles, gravel, broken and crushed stone, stone mixtures, sand-gravel mixtures and other aggregates;14210000-6;en;goods
14212100-1;0;;Pebbles and gravel;14212000-0;en;goods
14212110-4;0;;Pebbles;14212000-0;en;goods
14212120-7;0;;Gravel;14212000-0;en;goods
14212200-2;0;;Aggregates;14212000-0;en;goods
14212210-5;0;;Sand-gravel mix;14212000-0;en;goods
14212300-3;0;;Broken and crushed stone;14212000-0;en;goods
14212310-6;0;;Ballast;14212000-0;en;goods
14212320-9;0;;Crushed granite;14212000-0;en;goods
14212330-2;0;;Crushed basalt;14212000-0;en;goods
14212400-4;0;;Soil;14212000-0;en;goods
14212410-7;0;;Topsoil;14212000-0;en;goods
14212420-0;0;;Subsoil;14212000-0;en;goods
14212430-3;0;;Stone chippings;14212000-0;en;goods
14213000-7;1;;Macadam, tarmac and tar sands;14210000-6;en;goods
14213100-8;0;;Macadam;14213000-7;en;goods
14213200-9;0;;Tarmac;14213000-7;en;goods
14213300-0;0;;Tar sands;14213000-7;en;goods
14220000-9;1;;Clay and kaolin;14200000-3;en;goods
14221000-6;0;;Clay;14220000-9;en;goods
14222000-3;0;;Kaolin;14220000-9;en;goods
14300000-4;1;;Chemical and fertiliser minerals;14000000-1;en;goods
14310000-7;1;;Fertiliser minerals;14300000-4;en;goods
14311000-4;1;;Natural calcium, aluminium calcium phosphate and crude natural potassium salts;14310000-7;en;goods
14311100-5;0;;Natural calcium;14311000-4;en;goods
14311200-6;0;;Aluminium calcium phosphates;14311000-4;en;goods
14311300-7;0;;Crude natural potassium salts;14311000-4;en;goods
14312000-1;1;;Iron pyrites;14310000-7;en;goods
14312100-2;0;;Unroasted iron pyrites;14312000-1;en;goods
14320000-0;0;;Chemical minerals;14300000-4;en;goods
14400000-5;1;;Salt and pure sodium chloride;14000000-1;en;goods
14410000-8;0;;Rock salt;14400000-5;en;goods
14420000-1;0;;Sea salt;14400000-5;en;goods
14430000-4;0;;Evaporated salt and pure sodium chloride;14400000-5;en;goods
14450000-0;0;;Salt in brine;14400000-5;en;goods
14500000-6;1;;Related mining and quarrying products;14000000-1;en;goods
14520000-2;1;;Precious and semi-precious stones, pumice stone, emery, natural abrasives, other minerals and precious metals;14500000-6;en;goods
14521000-9;1;;Precious and semi-precious stones;14520000-2;en;goods
14521100-0;0;;Precious stones;14521000-9;en;goods
14521140-2;0;;Dust or powder of precious stones;14521000-9;en;goods
14521200-1;0;;Semi-precious stones;14521000-9;en;goods
14521210-4;0;;Dust or powder of semi-precious stones;14521000-9;en;goods
14522000-6;1;;Industrial diamonds, pumice stone, emery and other natural abrasives;14520000-2;en;goods
14522100-7;0;;Pumice stone;14522000-6;en;goods
14522200-8;0;;Industrial diamonds;14522000-6;en;goods
14522300-9;0;;Emery;14522000-6;en;goods
14522400-0;0;;Natural abrasives;14522000-6;en;goods
14523000-3;1;;Related minerals, precious metals and associated products;14520000-2;en;goods
14523100-4;0;;Minerals;14523000-3;en;goods
14523200-5;0;;Gold;14523000-3;en;goods
14523300-6;0;;Silver;14523000-3;en;goods
14523400-7;0;;Platinum;14523000-3;en;goods
14600000-7;1;;Metal ores and alloys;14000000-1;en;goods
14610000-0;1;;Metal ores;14600000-7;en;goods
14611000-7;0;;Iron ores;14610000-0;en;goods
14612000-4;1;;Non-ferrous metal ores;14610000-0;en;goods
14612100-5;0;;Copper ores;14612000-4;en;goods
14612200-6;0;;Nickel ores;14612000-4;en;goods
14612300-7;0;;Aluminium ores;14612000-4;en;goods
14612400-8;0;;Precious-metal ores;14612000-4;en;goods
14612500-9;0;;Lead ores;14612000-4;en;goods
14612600-0;0;;Zinc ores;14612000-4;en;goods
14612700-1;0;;Tin ores;14612000-4;en;goods
14613000-1;1;;Uranium and thorium ores;14610000-0;en;goods
14613100-2;0;;Uranium ores;14613000-1;en;goods
14613200-3;0;;Thorium ores;14613000-1;en;goods
14614000-8;0;;Miscellaneous ores;14610000-0;en;goods
14620000-3;1;;Alloys;14600000-7;en;goods
14621000-0;1;;Ferro-alloys;14620000-3;en;goods
14621100-1;0;;Non-ECSC ferro-alloys;14621000-0;en;goods
14621110-4;0;;Ferro-manganese;14621000-0;en;goods
14621120-7;0;;Ferro-chromium;14621000-0;en;goods
14621130-0;0;;Ferro-nickel;14621000-0;en;goods
14622000-7;0;;Steel;14620000-3;en;goods
14630000-6;0;;Slag, dross, ferrous waste and scrap;14600000-7;en;goods
14700000-8;1;;Basic metals;14000000-1;en;goods
14710000-1;1;;Iron, lead, zinc, tin and copper;14700000-8;en;goods
14711000-8;1;;Iron;14710000-1;en;goods
14711100-9;0;;Pig iron;14711000-8;en;goods
14712000-5;0;;Lead;14710000-1;en;goods
14713000-2;0;;Zinc;14710000-1;en;goods
14714000-9;0;;Tin;14710000-1;en;goods
14715000-6;0;;Copper;14710000-1;en;goods
14720000-4;1;;Aluminium, nickel, scandium, titanium and vanadium;14700000-8;en;goods
14721000-1;1;;Aluminium;14720000-4;en;goods
14721100-2;0;;Aluminium oxide;14721000-1;en;goods
14722000-8;0;;Nickel;14720000-4;en;goods
14723000-5;0;;Scandium;14720000-4;en;goods
14724000-2;0;;Titanium;14720000-4;en;goods
14725000-9;0;;Vanadium;14720000-4;en;goods
14730000-7;1;;Chromium, manganese, cobalt, yttrium and zirconium;14700000-8;en;goods
14731000-4;0;;Chromium;14730000-7;en;goods
14732000-1;0;;Manganese;14730000-7;en;goods
14733000-8;0;;Cobalt;14730000-7;en;goods
14734000-5;0;;Yttrium;14730000-7;en;goods
14735000-2;0;;Zirconium;14730000-7;en;goods
14740000-0;1;;Molybdenum, technetium, ruthenium and rhodium;14700000-8;en;goods
14741000-7;0;;Molybdenum;14740000-0;en;goods
14742000-4;0;;Technetium;14740000-0;en;goods
14743000-1;0;;Ruthenium;14740000-0;en;goods
14744000-8;0;;Rhodium;14740000-0;en;goods
14750000-3;1;;Cadmium, lutetium, hafnium, tantalum and tungsten;14700000-8;en;goods
14751000-0;0;;Cadmium;14750000-3;en;goods
14752000-7;0;;Lutetium;14750000-3;en;goods
14753000-4;0;;Hafnium;14750000-3;en;goods
14754000-1;0;;Tantalum;14750000-3;en;goods
14755000-8;0;;Tungsten;14750000-3;en;goods
14760000-6;1;;Iridium, gallium, indium, thallium and barium;14700000-8;en;goods
14761000-3;0;;Iridium;14760000-6;en;goods
14762000-0;0;;Gallium;14760000-6;en;goods
14763000-7;0;;Indium;14760000-6;en;goods
14764000-4;0;;Thallium;14760000-6;en;goods
14765000-1;0;;Barium;14760000-6;en;goods
14770000-9;1;;Caesium, strontium, rubidium and calcium;14700000-8;en;goods
14771000-6;0;;Caesium;14770000-9;en;goods
14772000-3;0;;Strontium;14770000-9;en;goods
14773000-0;0;;Rubidium;14770000-9;en;goods
14774000-7;0;;Calcium;14770000-9;en;goods
14780000-2;1;;Potassium, magnesium, sodium and lithium;14700000-8;en;goods
14781000-9;0;;Potassium;14780000-2;en;goods
14782000-6;0;;Magnesium;14780000-2;en;goods
14783000-3;0;;Sodium;14780000-2;en;goods
14784000-0;0;;Lithium;14780000-2;en;goods
14790000-5;1;;Niobium, osmium, rhenium and palladium;14700000-8;en;goods
14791000-2;0;;Niobium;14790000-5;en;goods
14792000-9;0;;Osmium;14790000-5;en;goods
14793000-6;0;;Rhenium;14790000-5;en;goods
14794000-3;0;;Palladium;14790000-5;en;goods
14800000-9;1;;Miscellaneous non-metallic mineral products;14000000-1;en;goods
14810000-2;1;;Abrasive products;14800000-9;en;goods
14811000-9;1;;Millstones, grindstones and grinding wheels;14810000-2;en;goods
14811100-0;0;;Millstones;14811000-9;en;goods
14811200-1;0;;Grindstones;14811000-9;en;goods
14811300-2;0;;Grinding wheels;14811000-9;en;goods
14812000-6;0;;Abrasive powder or grain;14810000-2;en;goods
14813000-3;0;;Artificial corundum;14810000-2;en;goods
14814000-0;0;;Artificial graphite;14810000-2;en;goods
14820000-5;0;;Glass;14800000-9;en;goods
14830000-8;0;;Fibreglass;14800000-9;en;goods
14900000-0;1;;Recovered secondary raw materials;14000000-1;en;goods
14910000-3;0;;Recovered secondary metal raw materials;14900000-0;en;goods
14920000-6;0;;Recovered secondary non-metal raw materials;14900000-0;en;goods
14930000-9;0;;Ash and residues containing metals;14900000-0;en;goods
15100000-9;1;;Animal products, meat and meat products;15000000-8;en;goods
15110000-2;1;;Meat;15100000-9;en;goods
15111000-9;1;;Bovine meat;15110000-2;en;goods
15111100-0;0;;Beef;15111000-9;en;goods
15111200-1;0;;Veal;15111000-9;en;goods
15112000-6;1;;Poultry;15110000-2;en;goods
15112100-7;0;;Fresh poultry;15112000-6;en;goods
15112110-0;0;;Geese;15112000-6;en;goods
15112120-3;0;;Turkeys;15112000-6;en;goods
15112130-6;0;;Chickens;15112000-6;en;goods
15112140-9;0;;Ducks;15112000-6;en;goods
15112300-9;0;;Poultry livers;15112000-6;en;goods
15112310-2;0;;Foie gras;15112000-6;en;goods
15113000-3;0;;Pork;15110000-2;en;goods
15114000-0;0;;Offal;15110000-2;en;goods
15115000-7;1;;Lamb and mutton;15110000-2;en;goods
15115100-8;0;;Lamb;15115000-7;en;goods
15115200-9;0;;Mutton;15115000-7;en;goods
15117000-1;0;;Goat meat;15110000-2;en;goods
15118000-8;1;;Horse, ass, mule or hinny meat;15110000-2;en;goods
15118100-9;0;;Horsemeat;15118000-8;en;goods
15118900-7;0;;Ass, mule or hinny meat;15118000-8;en;goods
15119000-5;1;;Various meats;15110000-2;en;goods
15119100-6;0;;Rabbit meat;15119000-5;en;goods
15119200-7;0;;Hare meat;15119000-5;en;goods
15119300-8;0;;Game;15119000-5;en;goods
15119400-9;0;;Frogs' legs;15119000-5;en;goods
15119500-0;0;;Pigeons;15119000-5;en;goods
15119600-1;0;;Fish meat;15119000-5;en;goods
